hand_index,handedness,lm_index,x,y,z
0,Left,0,0.714084,0.854552,-0.000000
0,Left,1,0.677534,0.820052,-0.034103
0,Left,2,0.674186,0.752536,-0.047313
0,Left,3,0.715523,0.723016,-0.053267
0,Left,4,0.758441,0.703588,-0.061002
0,Left,5,0.677517,0.600734,-0.043623
0,Left,6,0.663988,0.491039,-0.057062
0,Left,7,0.656191,0.426707,-0.066704
0,Left,8,0.653644,0.363998,-0.075840
0,Left,9,0.719249,0.594293,-0.042140
0,Left,10,0.723512,0.464398,-0.052687
0,Left,11,0.726473,0.390231,-0.062963
0,Left,12,0.733178,0.320495,-0.071607
0,Left,13,0.753884,0.624928,-0.042976
0,Left,14,0.779170,0.529511,-0.069942
0,Left,15,0.795891,0.456027,-0.095604
0,Left,16,0.814983,0.380533,-0.114095
0,Left,17,0.780963,0.687619,-0.044269
0,Left,18,0.784392,0.677719,-0.075346
0,Left,19,0.768867,0.725155,-0.085348
0,Left,20,0.757268,0.773332,-0.091100
