hand_index,handedness,lm_index,x,y,z
0,Left,0,0.706740,0.848310,-0.000000
0,Left,1,0.671178,0.815009,-0.037710
0,Left,2,0.668305,0.750695,-0.054186
0,Left,3,0.708799,0.721251,-0.062313
0,Left,4,0.751800,0.700706,-0.072503
0,Left,5,0.672156,0.591862,-0.054018
0,Left,6,0.656111,0.479225,-0.070083
0,Left,7,0.648018,0.412407,-0.081333
0,Left,8,0.646094,0.347458,-0.091571
0,Left,9,0.714935,0.588286,-0.051412
0,Left,10,0.719991,0.451590,-0.064795
0,Left,11,0.722087,0.376481,-0.076014
0,Left,12,0.729647,0.304932,-0.085340
0,Left,13,0.750030,0.621683,-0.050648
0,Left,14,0.780365,0.523706,-0.080597
0,Left,15,0.798913,0.447601,-0.107440
0,Left,16,0.820264,0.369033,-0.126681
0,Left,17,0.775728,0.685657,-0.050143
0,Left,18,0.778000,0.676512,-0.084011
0,Left,19,0.762523,0.724855,-0.094688
0,Left,20,0.751824,0.773097,-0.100748
