hand_index,handedness,lm_index,x,y,z
0,Left,0,0.657195,0.916379,-0.000000
0,Left,1,0.622608,0.891557,-0.027196
0,Left,2,0.614747,0.833851,-0.039066
0,Left,3,0.644606,0.802911,-0.045326
0,Left,4,0.678803,0.775526,-0.053759
0,Left,5,0.612934,0.706830,-0.036006
0,Left,6,0.594927,0.613300,-0.049419
0,Left,7,0.583763,0.557908,-0.058799
0,Left,8,0.577407,0.505484,-0.067282
0,Left,9,0.648301,0.697155,-0.035796
0,Left,10,0.642852,0.585884,-0.047516
0,Left,11,0.637220,0.523342,-0.058125
0,Left,12,0.636790,0.465489,-0.066374
0,Left,13,0.679290,0.717658,-0.037296
0,Left,14,0.690545,0.634316,-0.063219
0,Left,15,0.692054,0.570172,-0.085936
0,Left,16,0.698397,0.505107,-0.102058
0,Left,17,0.704843,0.762748,-0.038809
0,Left,18,0.695944,0.763201,-0.069316
0,Left,19,0.680698,0.810226,-0.080341
0,Left,20,0.673507,0.852146,-0.086640
