hand_index,handedness,lm_index,x,y,z
0,Left,0,0.593564,0.947973,-0.000000
0,Left,1,0.543834,0.867918,-0.022858
0,Left,2,0.525096,0.747093,-0.030244
0,Left,3,0.559110,0.657396,-0.037431
0,Left,4,0.603988,0.641754,-0.043240
0,Left,5,0.543731,0.630198,-0.004517
0,Left,6,0.536563,0.507606,-0.018189
0,Left,7,0.536829,0.433184,-0.031844
0,Left,8,0.540211,0.366990,-0.044449
0,Left,9,0.579452,0.622157,-0.006494
0,Left,10,0.573214,0.490473,-0.019352
0,Left,11,0.571655,0.409115,-0.032385
0,Left,12,0.572150,0.338531,-0.043626
0,Left,13,0.612508,0.638883,-0.013060
0,Left,14,0.610543,0.517461,-0.028884
0,Left,15,0.607138,0.437774,-0.043044
0,Left,16,0.605456,0.367903,-0.053536
0,Left,17,0.646703,0.678007,-0.022602
0,Left,18,0.643211,0.578540,-0.038403
0,Left,19,0.639425,0.510480,-0.048921
0,Left,20,0.636870,0.452107,-0.056997
