hand_index,handedness,lm_index,x,y,z
0,Right,0,0.309422,0.493018,0.000000
0,Right,1,0.332054,0.468284,-0.010887
0,Right,2,0.347027,0.421409,-0.013092
0,Right,3,0.342964,0.380316,-0.014363
0,Right,4,0.330028,0.359295,-0.015604
0,Right,5,0.334794,0.362232,-0.004403
0,Right,6,0.337422,0.310689,-0.011355
0,Right,7,0.337242,0.277033,-0.018517
0,Right,8,0.336223,0.247545,-0.023846
0,Right,9,0.320578,0.357684,-0.004322
0,Right,10,0.324806,0.303287,-0.010091
0,Right,11,0.326096,0.265903,-0.016655
0,Right,12,0.326260,0.235725,-0.021407
0,Right,13,0.306996,0.364030,-0.005986
0,Right,14,0.311550,0.312709,-0.012496
0,Right,15,0.314399,0.280307,-0.017873
0,Right,16,0.315500,0.253651,-0.021207
0,Right,17,0.292218,0.379520,-0.008859
0,Right,18,0.297456,0.341255,-0.015143
0,Right,19,0.300108,0.317073,-0.017891
0,Right,20,0.301027,0.295183,-0.019421
