hand_index,handedness,lm_index,x,y,z
0,Right,0,0.752599,0.703420,0.000000
0,Right,1,0.794697,0.692220,0.000660
0,Right,2,0.817472,0.637657,-0.006112
0,Right,3,0.824782,0.594658,-0.016971
0,Right,4,0.822062,0.559808,-0.031561
0,Right,5,0.812136,0.545855,-0.012328
0,Right,6,0.825674,0.473475,-0.032626
0,Right,7,0.835116,0.423240,-0.050119
0,Right,8,0.838501,0.380636,-0.063991
0,Right,9,0.793542,0.545037,-0.031507
0,Right,10,0.809053,0.457599,-0.054642
0,Right,11,0.818285,0.397802,-0.076690
0,Right,12,0.823367,0.349320,-0.094068
0,Right,13,0.773088,0.554945,-0.051618
0,Right,14,0.786737,0.475714,-0.075097
0,Right,15,0.795210,0.417618,-0.094246
0,Right,16,0.801351,0.371868,-0.108299
0,Right,17,0.750724,0.572510,-0.071394
0,Right,18,0.760111,0.507360,-0.093662
0,Right,19,0.770198,0.465076,-0.107534
0,Right,20,0.778956,0.429652,-0.118835
