hand_index,handedness,lm_index,x,y,z
0,Right,0,0.254169,0.531995,0.000000
0,Right,1,0.269674,0.503857,-0.008471
0,Right,2,0.276721,0.466664,-0.012340
0,Right,3,0.266027,0.436019,-0.015559
0,Right,4,0.251738,0.422842,-0.019041
0,Right,5,0.266104,0.427701,-0.007435
0,Right,6,0.265585,0.381457,-0.014725
0,Right,7,0.264576,0.351136,-0.020924
0,Right,8,0.263482,0.325427,-0.025356
0,Right,9,0.254304,0.425669,-0.008346
0,Right,10,0.254803,0.375668,-0.014976
0,Right,11,0.255232,0.341284,-0.021190
0,Right,12,0.255643,0.314095,-0.025465
0,Right,13,0.244042,0.432119,-0.010300
0,Right,14,0.244995,0.385258,-0.016950
0,Right,15,0.246068,0.354787,-0.022373
0,Right,16,0.246830,0.330808,-0.025623
0,Right,17,0.233881,0.445665,-0.012996
0,Right,18,0.234783,0.411755,-0.019024
0,Right,19,0.235888,0.388612,-0.022019
0,Right,20,0.236422,0.369203,-0.023706
