hand_index,handedness,lm_index,x,y,z
0,Left,0,0.593459,0.844717,-0.000000
0,Left,1,0.558248,0.814226,-0.015277
0,Left,2,0.525847,0.753527,-0.025602
0,Left,3,0.512027,0.700715,-0.037333
0,Left,4,0.522604,0.656952,-0.047633
0,Left,5,0.542741,0.650712,-0.005765
0,Left,6,0.523454,0.587814,-0.027728
0,Left,7,0.506873,0.558034,-0.040582
0,Left,8,0.495308,0.532529,-0.047567
0,Left,9,0.570701,0.647360,-0.007969
0,Left,10,0.542591,0.629448,-0.037087
0,Left,11,0.540853,0.705990,-0.044779
0,Left,12,0.547877,0.752824,-0.042286
0,Left,13,0.598583,0.655529,-0.013727
0,Left,14,0.568646,0.656349,-0.041444
0,Left,15,0.565350,0.728118,-0.037491
0,Left,16,0.572720,0.763288,-0.026704
0,Left,17,0.625411,0.673209,-0.021014
0,Left,18,0.599705,0.659646,-0.037666
0,Left,19,0.591181,0.711369,-0.032553
0,Left,20,0.595236,0.740052,-0.023575
