hand_index,handedness,lm_index,x,y,z
0,Left,0,0.587533,0.843802,-0.000000
0,Left,1,0.544816,0.820245,-0.015554
0,Left,2,0.503850,0.766788,-0.028004
0,Left,3,0.481676,0.719526,-0.041289
0,Left,4,0.485717,0.671039,-0.052902
0,Left,5,0.515276,0.644422,-0.013034
0,Left,6,0.485929,0.587078,-0.037206
0,Left,7,0.460958,0.570724,-0.052352
0,Left,8,0.441496,0.563199,-0.060256
0,Left,9,0.543568,0.632208,-0.014863
0,Left,10,0.507290,0.645809,-0.041110
0,Left,11,0.511724,0.724161,-0.048060
0,Left,12,0.523178,0.765328,-0.046949
0,Left,13,0.572226,0.637005,-0.019762
0,Left,14,0.534782,0.667986,-0.042906
0,Left,15,0.539961,0.738104,-0.037348
0,Left,16,0.553319,0.765573,-0.027947
0,Left,17,0.600954,0.653248,-0.026525
0,Left,18,0.567962,0.663525,-0.040084
0,Left,19,0.563824,0.717253,-0.033017
0,Left,20,0.571377,0.741743,-0.023575
