hand_index,handedness,lm_index,x,y,z
0,Left,0,0.560123,0.826274,-0.000000
0,Left,1,0.517822,0.796886,-0.016313
0,Left,2,0.477289,0.737664,-0.028710
0,Left,3,0.452588,0.684654,-0.042392
0,Left,4,0.455654,0.632149,-0.053997
0,Left,5,0.494276,0.619175,-0.007520
0,Left,6,0.466179,0.540517,-0.034402
0,Left,7,0.440855,0.513497,-0.050837
0,Left,8,0.420006,0.498363,-0.058937
0,Left,9,0.520941,0.614567,-0.010186
0,Left,10,0.477048,0.602349,-0.043074
0,Left,11,0.477089,0.677909,-0.051729
0,Left,12,0.489610,0.720101,-0.049509
0,Left,13,0.548796,0.621945,-0.017049
0,Left,14,0.506346,0.634118,-0.047761
0,Left,15,0.509428,0.706174,-0.043007
0,Left,16,0.523511,0.734405,-0.031295
0,Left,17,0.577384,0.639428,-0.025668
0,Left,18,0.539425,0.636307,-0.043070
0,Left,19,0.535505,0.692437,-0.036831
0,Left,20,0.545881,0.718096,-0.026821
