hand_index,handedness,lm_index,x,y,z
0,Left,0,0.595190,0.761053,-0.000000
0,Left,1,0.561148,0.689888,-0.022439
0,Left,2,0.552935,0.579678,-0.031525
0,Left,3,0.576683,0.510003,-0.040052
0,Left,4,0.608982,0.471747,-0.044763
0,Left,5,0.572456,0.479542,-0.010990
0,Left,6,0.538399,0.427940,-0.041214
0,Left,7,0.533071,0.494349,-0.058969
0,Left,8,0.536859,0.553636,-0.066640
0,Left,9,0.606121,0.478196,-0.010690
0,Left,10,0.567555,0.429696,-0.042364
0,Left,11,0.557395,0.507489,-0.052187
0,Left,12,0.554735,0.568419,-0.051780
0,Left,13,0.638412,0.500070,-0.015356
0,Left,14,0.598987,0.498696,-0.048688
0,Left,15,0.581884,0.588057,-0.049040
0,Left,16,0.575283,0.646904,-0.040600
0,Left,17,0.667340,0.541446,-0.022669
0,Left,18,0.629853,0.554428,-0.046610
0,Left,19,0.610757,0.615781,-0.048693
0,Left,20,0.604885,0.656816,-0.043930
