hand_index,handedness,lm_index,x,y,z
0,Left,0,0.543681,0.730391,-0.000000
0,Left,1,0.495756,0.666436,-0.020915
0,Left,2,0.467423,0.553281,-0.030872
0,Left,3,0.479003,0.469461,-0.041289
0,Left,4,0.503636,0.413823,-0.048214
0,Left,5,0.480850,0.436364,-0.010756
0,Left,6,0.430753,0.402452,-0.044744
0,Left,7,0.430321,0.477739,-0.065185
0,Left,8,0.439928,0.542244,-0.073744
0,Left,9,0.515512,0.419281,-0.012713
0,Left,10,0.461189,0.382604,-0.047980
0,Left,11,0.453813,0.463421,-0.058982
0,Left,12,0.454610,0.529750,-0.057993
0,Left,13,0.552491,0.430975,-0.019726
0,Left,14,0.504338,0.460848,-0.056475
0,Left,15,0.496810,0.564907,-0.057188
0,Left,16,0.498393,0.633525,-0.047436
0,Left,17,0.588038,0.466472,-0.029302
0,Left,18,0.547554,0.505599,-0.054862
0,Left,19,0.535405,0.580260,-0.055876
0,Left,20,0.535344,0.627677,-0.049438
