hand_index,handedness,lm_index,x,y,z
0,Left,0,0.655680,0.763342,-0.000000
0,Left,1,0.612573,0.724263,-0.022730
0,Left,2,0.592278,0.631436,-0.031976
0,Left,3,0.610377,0.560415,-0.038992
0,Left,4,0.641245,0.519255,-0.042594
0,Left,5,0.603371,0.534246,-0.016440
0,Left,6,0.572968,0.512329,-0.041094
0,Left,7,0.576842,0.579896,-0.056098
0,Left,8,0.585800,0.634626,-0.063521
0,Left,9,0.634721,0.520927,-0.014182
0,Left,10,0.597494,0.501041,-0.038846
0,Left,11,0.599345,0.577515,-0.045636
0,Left,12,0.605507,0.633515,-0.045727
0,Left,13,0.666502,0.529483,-0.015831
0,Left,14,0.634558,0.549078,-0.042487
0,Left,15,0.631034,0.631578,-0.041277
0,Left,16,0.632017,0.685200,-0.034625
0,Left,17,0.696173,0.556063,-0.020191
0,Left,18,0.666052,0.589118,-0.040395
0,Left,19,0.656434,0.649722,-0.041843
0,Left,20,0.655747,0.687313,-0.038406
