hand_index,handedness,lm_index,x,y,z
0,Left,0,0.580494,0.791820,-0.000000
0,Left,1,0.542646,0.706850,-0.016252
0,Left,2,0.533329,0.595994,-0.024719
0,Left,3,0.558618,0.527426,-0.033409
0,Left,4,0.591192,0.489303,-0.039459
0,Left,5,0.559730,0.492031,-0.008371
0,Left,6,0.519215,0.443937,-0.034416
0,Left,7,0.509413,0.505130,-0.049914
0,Left,8,0.508115,0.563462,-0.055980
0,Left,9,0.594979,0.489938,-0.011091
0,Left,10,0.548632,0.437711,-0.035082
0,Left,11,0.532915,0.502902,-0.042085
0,Left,12,0.526219,0.560403,-0.041199
0,Left,13,0.628365,0.515704,-0.017772
0,Left,14,0.581881,0.521939,-0.044893
0,Left,15,0.560276,0.603714,-0.044989
0,Left,16,0.551365,0.659264,-0.037953
0,Left,17,0.656827,0.563074,-0.026465
0,Left,18,0.616808,0.573567,-0.044551
0,Left,19,0.593985,0.634696,-0.042473
0,Left,20,0.585177,0.675737,-0.035797
