hand_index,handedness,lm_index,x,y,z
0,Left,0,0.686005,0.695246,-0.000001
0,Left,1,0.636368,0.727739,-0.013210
0,Left,2,0.586829,0.737629,-0.027277
0,Left,3,0.555026,0.759291,-0.043404
0,Left,4,0.528366,0.771866,-0.060372
0,Left,5,0.558949,0.597453,-0.020190
0,Left,6,0.507249,0.608721,-0.047493
0,Left,7,0.478270,0.638990,-0.068348
0,Left,8,0.457140,0.668768,-0.080184
0,Left,9,0.578210,0.577181,-0.026501
0,Left,10,0.530617,0.651416,-0.056711
0,Left,11,0.531334,0.738697,-0.069348
0,Left,12,0.543383,0.788177,-0.073447
0,Left,13,0.604128,0.581613,-0.035403
0,Left,14,0.561073,0.651342,-0.064795
0,Left,15,0.559295,0.733489,-0.067036
0,Left,16,0.566996,0.783804,-0.062250
0,Left,17,0.631207,0.602374,-0.045455
0,Left,18,0.598114,0.640899,-0.065861
0,Left,19,0.585887,0.692173,-0.065202
0,Left,20,0.581841,0.732276,-0.060140
