hand_index,handedness,lm_index,x,y,z
0,Left,0,0.562812,0.553103,-0.000000
0,Left,1,0.518198,0.588110,0.005683
0,Left,2,0.471241,0.596401,0.003508
0,Left,3,0.437495,0.617546,-0.005130
0,Left,4,0.406189,0.635281,-0.014904
0,Left,5,0.437601,0.487557,0.018427
0,Left,6,0.388836,0.485492,0.007114
0,Left,7,0.353950,0.499726,-0.004139
0,Left,8,0.325717,0.515903,-0.012406
0,Left,9,0.445012,0.464921,0.003086
0,Left,10,0.389607,0.502048,-0.014130
0,Left,11,0.384736,0.565341,-0.027358
0,Left,12,0.392142,0.613206,-0.033653
0,Left,13,0.457167,0.452924,-0.014184
0,Left,14,0.403397,0.490626,-0.031623
0,Left,15,0.392399,0.557577,-0.039330
0,Left,16,0.395363,0.606625,-0.040894
0,Left,17,0.471561,0.450819,-0.031529
0,Left,18,0.425163,0.465337,-0.042632
0,Left,19,0.402975,0.508291,-0.044602
0,Left,20,0.393988,0.548602,-0.044221
