hand_index,handedness,lm_index,x,y,z
0,Left,0,0.706599,0.692718,-0.000001
0,Left,1,0.645900,0.734316,-0.012991
0,Left,2,0.593814,0.747706,-0.028603
0,Left,3,0.561712,0.774720,-0.046723
0,Left,4,0.534465,0.794593,-0.066075
0,Left,5,0.562633,0.595878,-0.020920
0,Left,6,0.507625,0.616601,-0.049606
0,Left,7,0.477652,0.651326,-0.072030
0,Left,8,0.456187,0.684175,-0.084901
0,Left,9,0.583816,0.573168,-0.028597
0,Left,10,0.535210,0.661533,-0.060242
0,Left,11,0.536812,0.755681,-0.073920
0,Left,12,0.550583,0.809228,-0.078542
0,Left,13,0.612947,0.576536,-0.038839
0,Left,14,0.569207,0.661082,-0.069403
0,Left,15,0.567989,0.749466,-0.071724
0,Left,16,0.576847,0.802385,-0.066670
0,Left,17,0.643669,0.597933,-0.050249
0,Left,18,0.608452,0.645657,-0.070798
0,Left,19,0.597092,0.702628,-0.068954
0,Left,20,0.595004,0.746179,-0.062774
