hand_index,handedness,lm_index,x,y,z
0,Left,0,0.361432,0.802469,0.000000
0,Left,1,0.311973,0.755652,-0.020997
0,Left,2,0.276177,0.654040,-0.032793
0,Left,3,0.262982,0.568210,-0.046867
0,Left,4,0.282039,0.519938,-0.059310
0,Left,5,0.310053,0.509939,-0.010985
0,Left,6,0.300611,0.376816,-0.036149
0,Left,7,0.297764,0.292410,-0.051534
0,Left,8,0.298131,0.223614,-0.061079
0,Left,9,0.346773,0.505694,-0.016588
0,Left,10,0.337119,0.363400,-0.046508
0,Left,11,0.323213,0.283833,-0.062610
0,Left,12,0.312072,0.221406,-0.066977
0,Left,13,0.383245,0.527446,-0.025467
0,Left,14,0.335869,0.451643,-0.064802
0,Left,15,0.306734,0.535164,-0.066402
0,Left,16,0.296710,0.604233,-0.054511
0,Left,17,0.413736,0.572499,-0.036504
0,Left,18,0.355958,0.552106,-0.067868
0,Left,19,0.331145,0.620708,-0.068088
0,Left,20,0.328255,0.679329,-0.058958
