hand_index,handedness,lm_index,x,y,z
0,Left,0,0.630087,0.778279,-0.000000
0,Left,1,0.592311,0.713241,-0.020079
0,Left,2,0.572271,0.621155,-0.028322
0,Left,3,0.583906,0.544655,-0.037342
0,Left,4,0.603466,0.488828,-0.045077
0,Left,5,0.589792,0.505561,-0.007965
0,Left,6,0.587958,0.397700,-0.025764
0,Left,7,0.590526,0.333773,-0.039108
0,Left,8,0.598803,0.276962,-0.048162
0,Left,9,0.625599,0.513738,-0.010245
0,Left,10,0.627396,0.391169,-0.025334
0,Left,11,0.618831,0.342518,-0.033349
0,Left,12,0.613618,0.304486,-0.037690
0,Left,13,0.660038,0.544353,-0.015852
0,Left,14,0.664851,0.470216,-0.043058
0,Left,15,0.645005,0.540238,-0.042312
0,Left,16,0.632569,0.598968,-0.034645
0,Left,17,0.690384,0.591409,-0.023313
0,Left,18,0.687594,0.550295,-0.045784
0,Left,19,0.665284,0.599859,-0.042056
0,Left,20,0.650604,0.650469,-0.034158
