hand_index,handedness,lm_index,x,y,z
0,Left,0,0.688063,0.443627,-0.000000
0,Left,1,0.672208,0.428648,-0.008359
0,Left,2,0.658043,0.408992,-0.013325
0,Left,3,0.642975,0.393539,-0.017927
0,Left,4,0.630288,0.388938,-0.021923
0,Left,5,0.660839,0.363304,-0.008618
0,Left,6,0.658579,0.324767,-0.016711
0,Left,7,0.659171,0.303258,-0.020567
0,Left,8,0.659038,0.283022,-0.022880
0,Left,9,0.672936,0.361301,-0.007392
0,Left,10,0.674329,0.356274,-0.015500
0,Left,11,0.676408,0.390012,-0.013275
0,Left,12,0.674366,0.398259,-0.009904
0,Left,13,0.685758,0.364569,-0.007690
0,Left,14,0.686288,0.360812,-0.016114
0,Left,15,0.686600,0.390699,-0.010965
0,Left,16,0.683604,0.397657,-0.005476
0,Left,17,0.696617,0.370224,-0.008877
0,Left,18,0.697869,0.362673,-0.014396
0,Left,19,0.695881,0.383088,-0.010900
0,Left,20,0.692521,0.391778,-0.006919
