hand_index,handedness,lm_index,x,y,z
0,Left,0,0.584873,0.786905,-0.000000
0,Left,1,0.533858,0.792304,-0.014582
0,Left,2,0.477751,0.758366,-0.024461
0,Left,3,0.438181,0.735510,-0.035988
0,Left,4,0.407135,0.725117,-0.047399
0,Left,5,0.481302,0.625532,-0.015293
0,Left,6,0.440868,0.548275,-0.033659
0,Left,7,0.418424,0.502223,-0.043599
0,Left,8,0.400632,0.460971,-0.051172
0,Left,9,0.505419,0.597220,-0.019345
0,Left,10,0.464139,0.624446,-0.051769
0,Left,11,0.482662,0.697092,-0.058959
0,Left,12,0.503619,0.734867,-0.056041
0,Left,13,0.532818,0.585553,-0.025539
0,Left,14,0.497747,0.641199,-0.054085
0,Left,15,0.519353,0.709296,-0.049226
0,Left,16,0.538451,0.736793,-0.038659
0,Left,17,0.562959,0.587745,-0.033697
0,Left,18,0.531959,0.630977,-0.052131
0,Left,19,0.543256,0.681192,-0.048734
0,Left,20,0.558250,0.697064,-0.040965
