hand_index,handedness,lm_index,x,y,z
0,Right,0,0.350028,0.469547,-0.000000
0,Right,1,0.366387,0.439856,-0.006183
0,Right,2,0.371466,0.398197,-0.005461
0,Right,3,0.362199,0.370598,-0.005001
0,Right,4,0.346509,0.372017,-0.003699
0,Right,5,0.361566,0.367974,0.007970
0,Right,6,0.359282,0.332951,0.002264
0,Right,7,0.356890,0.340540,-0.004085
0,Right,8,0.355637,0.360893,-0.007028
0,Right,9,0.348352,0.369472,0.008881
0,Right,10,0.342784,0.329213,0.003754
0,Right,11,0.342839,0.337647,-0.002388
0,Right,12,0.344778,0.358100,-0.005336
0,Right,13,0.337268,0.376829,0.007778
0,Right,14,0.331010,0.343399,0.002498
0,Right,15,0.333092,0.350213,-0.003488
0,Right,16,0.336120,0.370487,-0.005827
0,Right,17,0.327559,0.389517,0.005927
0,Right,18,0.323225,0.363476,0.002947
0,Right,19,0.325284,0.364864,-0.000084
0,Right,20,0.328885,0.378438,-0.001620
