hand_index,handedness,lm_index,x,y,z
0,Left,0,0.737351,0.472132,-0.000000
0,Left,1,0.712182,0.442052,-0.014154
0,Left,2,0.692556,0.400273,-0.022197
0,Left,3,0.689261,0.359305,-0.029249
0,Left,4,0.709030,0.352935,-0.032211
0,Left,5,0.714283,0.338915,-0.005800
0,Left,6,0.706701,0.320072,-0.019629
0,Left,7,0.705216,0.356986,-0.025173
0,Left,8,0.709532,0.360319,-0.027837
0,Left,9,0.732507,0.339927,-0.003567
0,Left,10,0.728548,0.323256,-0.016911
0,Left,11,0.723890,0.371951,-0.016183
0,Left,12,0.725238,0.371632,-0.013077
0,Left,13,0.750491,0.350217,-0.004408
0,Left,14,0.748319,0.330292,-0.016957
0,Left,15,0.742254,0.372429,-0.009875
0,Left,16,0.742617,0.376947,-0.002237
0,Left,17,0.767269,0.365875,-0.006783
0,Left,18,0.765685,0.351778,-0.011564
0,Left,19,0.758985,0.375758,-0.006306
0,Left,20,0.757887,0.379913,-0.000867
