hand_index,handedness,lm_index,x,y,z
0,Right,0,0.328322,0.512135,-0.000000
0,Right,1,0.350961,0.496788,-0.025631
0,Right,2,0.361764,0.457681,-0.039706
0,Right,3,0.343672,0.434730,-0.049711
0,Right,4,0.321599,0.436591,-0.055727
0,Right,5,0.335575,0.382335,-0.029018
0,Right,6,0.318165,0.353579,-0.050219
0,Right,7,0.326602,0.404980,-0.059575
0,Right,8,0.334711,0.418837,-0.063883
0,Right,9,0.310687,0.395378,-0.022284
0,Right,10,0.293379,0.368589,-0.041931
0,Right,11,0.307689,0.428154,-0.041460
0,Right,12,0.316362,0.429582,-0.038003
0,Right,13,0.289809,0.412928,-0.018741
0,Right,14,0.274178,0.386698,-0.035572
0,Right,15,0.287758,0.435031,-0.024453
0,Right,16,0.298771,0.439619,-0.013875
0,Right,17,0.272314,0.431868,-0.017486
0,Right,18,0.258573,0.417872,-0.025173
0,Right,19,0.269307,0.446692,-0.017173
0,Right,20,0.279400,0.449664,-0.009677
