hand_index,handedness,lm_index,x,y,z
0,Left,0,0.643988,0.915116,0.000000
0,Left,1,0.624230,0.914196,-0.007575
0,Left,2,0.603629,0.927631,-0.012251
0,Left,3,0.589671,0.946462,-0.015201
0,Left,4,0.577590,0.954977,-0.018677
0,Left,5,0.617936,0.945917,-0.019626
0,Left,6,0.607220,0.973503,-0.026024
0,Left,7,0.599782,0.990608,-0.029530
0,Left,8,0.593161,1.004084,-0.032161
0,Left,9,0.630832,0.961993,-0.018272
0,Left,10,0.623003,0.996749,-0.023897
0,Left,11,0.616011,1.019788,-0.026753
0,Left,12,0.610310,1.036832,-0.029874
0,Left,13,0.641214,0.973177,-0.016570
0,Left,14,0.635361,1.008437,-0.021140
0,Left,15,0.629910,1.030860,-0.023182
0,Left,16,0.625111,1.047264,-0.025369
0,Left,17,0.649378,0.980660,-0.015200
0,Left,18,0.646862,1.011627,-0.019461
0,Left,19,0.644013,1.031376,-0.021600
0,Left,20,0.641247,1.045937,-0.023370
1,Right,0,0.406046,0.486000,0.000000
1,Right,1,0.434627,0.462917,-0.011818
1,Right,2,0.449887,0.415110,-0.017230
1,Right,3,0.443809,0.379843,-0.022381
1,Right,4,0.423268,0.385173,-0.025784
1,Right,5,0.433167,0.354350,-0.008615
1,Right,6,0.423492,0.308093,-0.021088
1,Right,7,0.429386,0.337431,-0.028472
1,Right,8,0.433797,0.359823,-0.032277
1,Right,9,0.415734,0.361251,-0.009187
1,Right,10,0.403704,0.314271,-0.021723
1,Right,11,0.412569,0.347936,-0.025356
1,Right,12,0.417052,0.366731,-0.026320
1,Right,13,0.399899,0.375440,-0.011980
1,Right,14,0.389892,0.333047,-0.024235
1,Right,15,0.399280,0.361933,-0.025041
1,Right,16,0.403304,0.380605,-0.023474
1,Right,17,0.384636,0.392768,-0.016105
1,Right,18,0.378641,0.368694,-0.023955
1,Right,19,0.387324,0.384477,-0.025059
1,Right,20,0.392166,0.397032,-0.024793
