hand_index,handedness,lm_index,x,y,z
0,Left,0,0.686248,0.462903,0.000000
0,Left,1,0.685578,0.409546,-0.017423
0,Left,2,0.705289,0.362314,-0.026755
0,Left,3,0.726162,0.371639,-0.036144
0,Left,4,0.744185,0.397582,-0.044478
0,Left,5,0.752816,0.348283,-0.014513
0,Left,6,0.788336,0.326789,-0.029732
0,Left,7,0.810675,0.316344,-0.038996
0,Left,8,0.831061,0.307857,-0.044710
0,Left,9,0.763335,0.384681,-0.016799
0,Left,10,0.800543,0.358956,-0.034112
0,Left,11,0.825168,0.341354,-0.043722
0,Left,12,0.847474,0.325357,-0.047451
0,Left,13,0.764157,0.423419,-0.021411
0,Left,14,0.772564,0.406370,-0.046211
0,Left,15,0.741685,0.413339,-0.048777
0,Left,16,0.720319,0.420244,-0.043096
0,Left,17,0.757949,0.462264,-0.027490
0,Left,18,0.754333,0.443690,-0.048178
0,Left,19,0.728822,0.441403,-0.049137
0,Left,20,0.710535,0.443338,-0.044523
