hand_index,handedness,lm_index,x,y,z
0,Left,0,0.685130,0.589197,0.000001
0,Left,1,0.680995,0.551999,-0.052541
0,Left,2,0.694703,0.527089,-0.079181
0,Left,3,0.711749,0.544958,-0.098840
0,Left,4,0.736933,0.567978,-0.115912
0,Left,5,0.750477,0.470671,-0.052857
0,Left,6,0.783579,0.455140,-0.079896
0,Left,7,0.809680,0.444144,-0.096398
0,Left,8,0.831409,0.436948,-0.106391
0,Left,9,0.758187,0.506226,-0.041343
0,Left,10,0.794401,0.484485,-0.073995
0,Left,11,0.824366,0.471995,-0.090209
0,Left,12,0.849651,0.460881,-0.096726
0,Left,13,0.756278,0.546110,-0.034789
0,Left,14,0.766174,0.559842,-0.075457
0,Left,15,0.733888,0.576805,-0.081456
0,Left,16,0.714948,0.583670,-0.074732
0,Left,17,0.752738,0.581274,-0.032164
0,Left,18,0.751691,0.590311,-0.066770
0,Left,19,0.726973,0.598872,-0.073280
0,Left,20,0.713075,0.599500,-0.070342
