hand_index,handedness,lm_index,x,y,z
0,Left,0,0.556490,0.649903,-0.000000
0,Left,1,0.541200,0.730287,-0.004603
0,Left,2,0.504608,0.803411,-0.008093
0,Left,3,0.475567,0.859233,-0.015854
0,Left,4,0.455500,0.911942,-0.023441
0,Left,5,0.455026,0.762269,0.015333
0,Left,6,0.421839,0.810430,0.000291
0,Left,7,0.405407,0.859449,-0.012592
0,Left,8,0.391092,0.898165,-0.021387
0,Left,9,0.447616,0.731373,0.007108
0,Left,10,0.409857,0.781248,-0.015394
0,Left,11,0.443795,0.786023,-0.024338
0,Left,12,0.467473,0.762756,-0.023734
0,Left,13,0.444408,0.692472,-0.004219
0,Left,14,0.410602,0.740947,-0.024515
0,Left,15,0.446460,0.747930,-0.021952
0,Left,16,0.469726,0.723266,-0.013787
0,Left,17,0.445256,0.646036,-0.016720
0,Left,18,0.409621,0.685086,-0.027201
0,Left,19,0.431988,0.704473,-0.020764
0,Left,20,0.454500,0.690882,-0.012846
