hand_index,handedness,lm_index,x,y,z
0,Left,0,0.515847,0.630170,-0.000000
0,Left,1,0.490304,0.716150,0.007175
0,Left,2,0.453617,0.783126,0.005143
0,Left,3,0.429755,0.841351,-0.004259
0,Left,4,0.411363,0.900019,-0.013163
0,Left,5,0.399913,0.729270,0.029723
0,Left,6,0.363401,0.776835,0.015360
0,Left,7,0.346228,0.829438,0.002285
0,Left,8,0.332838,0.871920,-0.006657
0,Left,9,0.396469,0.700557,0.014097
0,Left,10,0.366420,0.769887,-0.005546
0,Left,11,0.402485,0.782240,-0.012777
0,Left,12,0.421104,0.757013,-0.012334
0,Left,13,0.396146,0.669791,-0.004968
0,Left,14,0.367403,0.745744,-0.022188
0,Left,15,0.402378,0.753832,-0.017730
0,Left,16,0.418836,0.720339,-0.009955
0,Left,17,0.399712,0.638574,-0.024731
0,Left,18,0.368351,0.705400,-0.032286
0,Left,19,0.393371,0.724317,-0.024029
0,Left,20,0.413500,0.700803,-0.015664
