hand_index,handedness,lm_index,x,y,z
0,Left,0,0.723767,0.451092,-0.000000
0,Left,1,0.691352,0.419770,-0.017864
0,Left,2,0.658240,0.374368,-0.030861
0,Left,3,0.652592,0.327161,-0.045172
0,Left,4,0.676731,0.301941,-0.055301
0,Left,5,0.662291,0.274534,-0.007640
0,Left,6,0.647928,0.261013,-0.026787
0,Left,7,0.660063,0.312805,-0.034550
0,Left,8,0.672922,0.343410,-0.035353
0,Left,9,0.689643,0.265507,-0.008123
0,Left,10,0.680986,0.259093,-0.033851
0,Left,11,0.689434,0.327832,-0.041423
0,Left,12,0.692925,0.366542,-0.039463
0,Left,13,0.716751,0.266736,-0.012103
0,Left,14,0.711085,0.256501,-0.038707
0,Left,15,0.713536,0.329630,-0.039685
0,Left,16,0.712472,0.377097,-0.030681
0,Left,17,0.742310,0.276710,-0.017409
0,Left,18,0.745477,0.222464,-0.029411
0,Left,19,0.747893,0.191127,-0.029060
0,Left,20,0.745538,0.157241,-0.024259
