hand_index,handedness,lm_index,x,y,z
0,Left,0,0.668703,0.442016,-0.000000
0,Left,1,0.650927,0.427714,-0.009079
0,Left,2,0.637503,0.399110,-0.014689
0,Left,3,0.636582,0.371344,-0.021163
0,Left,4,0.649115,0.360386,-0.025759
0,Left,5,0.642627,0.357677,-0.002165
0,Left,6,0.639728,0.342118,-0.011710
0,Left,7,0.642187,0.366053,-0.015423
0,Left,8,0.644352,0.381075,-0.015561
0,Left,9,0.655379,0.355279,-0.001917
0,Left,10,0.653348,0.342863,-0.014267
0,Left,11,0.654473,0.374621,-0.017447
0,Left,12,0.654351,0.391049,-0.016193
0,Left,13,0.668185,0.355999,-0.003653
0,Left,14,0.667127,0.342416,-0.017008
0,Left,15,0.664380,0.375417,-0.017314
0,Left,16,0.661643,0.396046,-0.012754
0,Left,17,0.679957,0.359035,-0.006024
0,Left,18,0.682964,0.330979,-0.011688
0,Left,19,0.684978,0.315689,-0.011459
0,Left,20,0.685747,0.297424,-0.009304
