hand_index,handedness,lm_index,x,y,z
0,Right,0,0.413904,0.735014,-0.000000
0,Right,1,0.463202,0.702038,-0.019808
0,Right,2,0.510035,0.624020,-0.032675
0,Right,3,0.526913,0.549099,-0.044099
0,Right,4,0.489069,0.523504,-0.051440
0,Right,5,0.477697,0.505164,-0.030849
0,Right,6,0.505524,0.459231,-0.049561
0,Right,7,0.495795,0.537938,-0.051267
0,Right,8,0.483575,0.563685,-0.050614
0,Right,9,0.445220,0.510032,-0.035008
0,Right,10,0.469821,0.484440,-0.058070
0,Right,11,0.468233,0.571235,-0.061259
0,Right,12,0.465894,0.587041,-0.061462
0,Right,13,0.411893,0.526588,-0.041830
0,Right,14,0.434739,0.507179,-0.070140
0,Right,15,0.446974,0.596868,-0.073382
0,Right,16,0.450667,0.628439,-0.072356
0,Right,17,0.383302,0.551519,-0.049198
0,Right,18,0.366866,0.493007,-0.067730
0,Right,19,0.365244,0.458800,-0.074345
0,Right,20,0.363175,0.406447,-0.079265
