hand_index,handedness,lm_index,x,y,z
0,Left,0,0.665799,0.461510,-0.000000
0,Left,1,0.637417,0.449446,-0.020687
0,Left,2,0.615595,0.423742,-0.038573
0,Left,3,0.620847,0.393504,-0.055310
0,Left,4,0.642919,0.384615,-0.069373
0,Left,5,0.622601,0.317823,-0.027300
0,Left,6,0.620516,0.253062,-0.052098
0,Left,7,0.619169,0.215438,-0.065009
0,Left,8,0.618565,0.177143,-0.072951
0,Left,9,0.647784,0.313016,-0.025130
0,Left,10,0.635881,0.316157,-0.042721
0,Left,11,0.636323,0.376329,-0.036675
0,Left,12,0.642289,0.374865,-0.030288
0,Left,13,0.670552,0.322876,-0.026744
0,Left,14,0.661386,0.330586,-0.042872
0,Left,15,0.657697,0.379154,-0.026999
0,Left,16,0.660491,0.377817,-0.014021
0,Left,17,0.689772,0.338824,-0.031207
0,Left,18,0.681661,0.342589,-0.042031
0,Left,19,0.674462,0.377144,-0.033136
0,Left,20,0.674686,0.382409,-0.024094
