hand_index,handedness,lm_index,x,y,z
0,Left,0,0.688566,0.384269,-0.000000
0,Left,1,0.664073,0.361015,-0.021878
0,Left,2,0.645757,0.329937,-0.037413
0,Left,3,0.649551,0.294425,-0.052731
0,Left,4,0.668313,0.276071,-0.065920
0,Left,5,0.650019,0.255974,-0.014418
0,Left,6,0.643543,0.191625,-0.035740
0,Left,7,0.640358,0.157913,-0.047822
0,Left,8,0.639316,0.125149,-0.055280
0,Left,9,0.670037,0.259847,-0.012899
0,Left,10,0.662966,0.233305,-0.038523
0,Left,11,0.665052,0.282772,-0.042882
0,Left,12,0.669346,0.300567,-0.040433
0,Left,13,0.688741,0.267903,-0.015622
0,Left,14,0.683965,0.241378,-0.038343
0,Left,15,0.680990,0.285690,-0.032830
0,Left,16,0.681969,0.302046,-0.023732
0,Left,17,0.704711,0.277433,-0.020947
0,Left,18,0.699613,0.266268,-0.035978
0,Left,19,0.695669,0.294237,-0.034301
0,Left,20,0.696201,0.306081,-0.029390
