hand_index,handedness,lm_index,x,y,z
0,Right,0,0.322117,0.519735,-0.000000
0,Right,1,0.326748,0.480731,-0.008667
0,Right,2,0.321088,0.440990,-0.011662
0,Right,3,0.306575,0.416678,-0.014519
0,Right,4,0.291864,0.421354,-0.014768
0,Right,5,0.311317,0.420659,0.001543
0,Right,6,0.302721,0.392956,-0.006332
0,Right,7,0.306827,0.416686,-0.010408
0,Right,8,0.311085,0.428023,-0.011811
0,Right,9,0.300555,0.431902,0.001945
0,Right,10,0.289977,0.410342,-0.007774
0,Right,11,0.298127,0.433058,-0.011308
0,Right,12,0.303961,0.438185,-0.011626
0,Right,13,0.290766,0.447034,0.000051
0,Right,14,0.279442,0.429616,-0.010408
0,Right,15,0.291604,0.448648,-0.012425
0,Right,16,0.300822,0.459502,-0.011164
0,Right,17,0.283176,0.463071,-0.002599
0,Right,18,0.269021,0.451189,-0.006990
0,Right,19,0.260273,0.441600,-0.008826
0,Right,20,0.251329,0.428844,-0.009697
