hand_index,handedness,lm_index,x,y,z
0,Right,0,0.305894,0.874927,-0.000000
0,Right,1,0.343031,0.828434,-0.057776
0,Right,2,0.362489,0.765716,-0.098011
0,Right,3,0.335718,0.722332,-0.131961
0,Right,4,0.288012,0.723234,-0.158947
0,Right,5,0.303509,0.583350,-0.079429
0,Right,6,0.301250,0.584803,-0.129397
0,Right,7,0.315475,0.678201,-0.150841
0,Right,8,0.321173,0.713879,-0.159613
0,Right,9,0.257016,0.614966,-0.073783
0,Right,10,0.258269,0.616671,-0.125905
0,Right,11,0.286383,0.718339,-0.135899
0,Right,12,0.299101,0.735247,-0.135729
0,Right,13,0.220173,0.672122,-0.074751
0,Right,14,0.218131,0.683276,-0.129577
0,Right,15,0.260207,0.770479,-0.130624
0,Right,16,0.284790,0.799570,-0.120972
0,Right,17,0.192583,0.732951,-0.079290
0,Right,18,0.160833,0.697251,-0.110983
0,Right,19,0.136185,0.679457,-0.115741
0,Right,20,0.105956,0.638413,-0.115409
