hand_index,handedness,lm_index,x,y,z
0,Left,0,0.822969,0.422549,-0.000000
0,Left,1,0.805045,0.365567,-0.036025
0,Left,2,0.794900,0.289320,-0.055364
0,Left,3,0.810523,0.228951,-0.071948
0,Left,4,0.843810,0.222410,-0.082953
0,Left,5,0.810043,0.212296,-0.023948
0,Left,6,0.815300,0.164578,-0.051456
0,Left,7,0.820570,0.214267,-0.064031
0,Left,8,0.824609,0.257152,-0.065724
0,Left,9,0.836392,0.229635,-0.015207
0,Left,10,0.855294,0.206601,-0.049067
0,Left,11,0.855838,0.276511,-0.062105
0,Left,12,0.849562,0.318548,-0.061397
0,Left,13,0.861096,0.249787,-0.011459
0,Left,14,0.880077,0.234692,-0.044735
0,Left,15,0.871995,0.301226,-0.049518
0,Left,16,0.858780,0.342111,-0.040348
0,Left,17,0.880479,0.271197,-0.010113
0,Left,18,0.904624,0.225420,-0.023602
0,Left,19,0.920802,0.200685,-0.024523
0,Left,20,0.930782,0.172661,-0.019528
