hand_index,handedness,lm_index,x,y,z
0,Left,0,0.466651,0.694874,-0.000000
0,Left,1,0.518714,0.642688,0.007169
0,Left,2,0.545047,0.569848,0.008689
0,Left,3,0.564575,0.509849,0.009309
0,Left,4,0.586598,0.495469,0.010001
0,Left,5,0.509871,0.498379,0.002304
0,Left,6,0.512987,0.465129,0.007225
0,Left,7,0.513319,0.499577,0.008774
0,Left,8,0.511222,0.527434,0.009095
0,Left,9,0.478300,0.496716,-0.000501
0,Left,10,0.485415,0.482952,0.012661
0,Left,11,0.489809,0.511978,0.016044
0,Left,12,0.488791,0.533175,0.013069
0,Left,13,0.451120,0.510945,-0.001359
0,Left,14,0.461477,0.501045,0.010576
0,Left,15,0.466241,0.524165,0.014099
0,Left,16,0.464176,0.545349,0.011206
0,Left,17,0.428999,0.529586,-0.001513
0,Left,18,0.437809,0.518624,0.008213
0,Left,19,0.443784,0.539451,0.015397
0,Left,20,0.443487,0.559257,0.018459
