hand_index,handedness,lm_index,x,y,z
0,Left,0,0.323757,0.616042,0.000000
0,Left,1,0.402018,0.525462,-0.001086
0,Left,2,0.440297,0.419224,-0.002646
0,Left,3,0.471727,0.337862,-0.002725
0,Left,4,0.506857,0.313352,-0.000831
0,Left,5,0.359394,0.316964,-0.010985
0,Left,6,0.409479,0.283295,-0.005866
0,Left,7,0.429641,0.330021,-0.001039
0,Left,8,0.428669,0.367146,0.002421
0,Left,9,0.317192,0.327112,-0.009154
0,Left,10,0.367728,0.295569,0.004460
0,Left,11,0.391800,0.332891,0.008868
0,Left,12,0.394057,0.366334,0.005757
0,Left,13,0.286495,0.361383,-0.005035
0,Left,14,0.328339,0.330593,0.008861
0,Left,15,0.349050,0.360342,0.013463
0,Left,16,0.348904,0.394876,0.010101
0,Left,17,0.266477,0.397582,-0.000601
0,Left,18,0.297342,0.366563,0.011256
0,Left,19,0.316739,0.389072,0.019887
0,Left,20,0.320026,0.420190,0.023353
