hand_index,handedness,lm_index,x,y,z
0,Left,0,0.562502,0.814562,-0.000000
0,Left,1,0.540820,0.691541,0.003535
0,Left,2,0.486622,0.586459,-0.000855
0,Left,3,0.448563,0.495157,-0.003707
0,Left,4,0.457306,0.420305,-0.005495
0,Left,5,0.440497,0.623578,-0.026317
0,Left,6,0.390994,0.585029,-0.028496
0,Left,7,0.412899,0.594192,-0.026429
0,Left,8,0.437579,0.609261,-0.025484
0,Left,9,0.425072,0.697533,-0.029342
0,Left,10,0.384977,0.653010,-0.019478
0,Left,11,0.407595,0.661143,-0.010566
0,Left,12,0.427158,0.672948,-0.011990
0,Left,13,0.418619,0.772811,-0.030332
0,Left,14,0.387551,0.734256,-0.018767
0,Left,15,0.409658,0.737315,-0.011757
0,Left,16,0.429909,0.750713,-0.015803
0,Left,17,0.418408,0.843101,-0.030423
0,Left,18,0.357380,0.823046,-0.025103
0,Left,19,0.325409,0.816773,-0.024586
0,Left,20,0.297096,0.810656,-0.029423
