hand_index,handedness,lm_index,x,y,z
0,Left,0,0.474838,0.704861,-0.000000
0,Left,1,0.471571,0.611207,0.002482
0,Left,2,0.445839,0.508096,0.001188
0,Left,3,0.432925,0.426045,0.000900
0,Left,4,0.448531,0.375833,-0.000065
0,Left,5,0.411886,0.505485,-0.017350
0,Left,6,0.371164,0.491160,-0.016742
0,Left,7,0.382083,0.516115,-0.015672
0,Left,8,0.398793,0.532741,-0.015880
0,Left,9,0.393607,0.556626,-0.020965
0,Left,10,0.360603,0.544704,-0.013664
0,Left,11,0.373847,0.571636,-0.009162
0,Left,12,0.388361,0.585061,-0.011503
0,Left,13,0.378733,0.613436,-0.022904
0,Left,14,0.352363,0.605024,-0.019562
0,Left,15,0.366647,0.624382,-0.018257
0,Left,16,0.382318,0.638065,-0.022264
0,Left,17,0.367472,0.670657,-0.023495
0,Left,18,0.316870,0.640297,-0.023803
0,Left,19,0.289109,0.627120,-0.023354
0,Left,20,0.265563,0.611754,-0.025805
