hand_index,handedness,lm_index,x,y,z
0,Right,0,0.357410,0.547083,0.000000
0,Right,1,0.381093,0.540119,-0.013062
0,Right,2,0.400476,0.491458,-0.019533
0,Right,3,0.407662,0.444979,-0.025485
0,Right,4,0.399638,0.415490,-0.031488
0,Right,5,0.386860,0.416379,-0.009906
0,Right,6,0.385846,0.366567,-0.017637
0,Right,7,0.386033,0.332583,-0.021878
0,Right,8,0.381955,0.304817,-0.025934
0,Right,9,0.364568,0.417417,-0.010845
0,Right,10,0.365303,0.371270,-0.022564
0,Right,11,0.371622,0.421424,-0.022925
0,Right,12,0.373631,0.443048,-0.020307
0,Right,13,0.345091,0.431729,-0.013320
0,Right,14,0.344100,0.392303,-0.027938
0,Right,15,0.353205,0.434574,-0.022338
0,Right,16,0.353871,0.451920,-0.015559
0,Right,17,0.325212,0.452710,-0.016971
0,Right,18,0.326629,0.426955,-0.028344
0,Right,19,0.335590,0.455443,-0.024335
0,Right,20,0.336829,0.469703,-0.019696
1,Left,0,0.624894,0.613180,-0.000000
1,Left,1,0.618762,0.570061,-0.003299
1,Left,2,0.597571,0.525126,-0.008453
1,Left,3,0.580165,0.490809,-0.013055
1,Left,4,0.571827,0.457379,-0.018569
1,Left,5,0.596129,0.528956,-0.018518
1,Left,6,0.563385,0.504669,-0.027581
1,Left,7,0.553928,0.501544,-0.031782
1,Left,8,0.553328,0.503958,-0.034056
1,Left,9,0.593309,0.559182,-0.021167
1,Left,10,0.556957,0.542738,-0.027609
1,Left,11,0.559863,0.549912,-0.026915
1,Left,12,0.570203,0.557180,-0.027569
1,Left,13,0.590444,0.591629,-0.023440
1,Left,14,0.557559,0.575502,-0.030431
1,Left,15,0.563292,0.581730,-0.025105
1,Left,16,0.573811,0.587256,-0.021954
1,Left,17,0.587040,0.621126,-0.025541
1,Left,18,0.561329,0.606106,-0.032070
1,Left,19,0.567687,0.610256,-0.027969
1,Left,20,0.577538,0.616052,-0.024630
