hand_index,handedness,lm_index,x,y,z
0,Left,0,0.681726,0.485690,-0.000000
0,Left,1,0.662318,0.463004,-0.011798
0,Left,2,0.647386,0.424316,-0.020100
0,Left,3,0.643270,0.387849,-0.028430
0,Left,4,0.653596,0.369720,-0.034966
0,Left,5,0.654281,0.373072,-0.010907
0,Left,6,0.650684,0.324157,-0.025710
0,Left,7,0.650000,0.296789,-0.032088
0,Left,8,0.649870,0.268903,-0.035811
0,Left,9,0.671189,0.371697,-0.010749
0,Left,10,0.666504,0.370954,-0.027176
0,Left,11,0.666062,0.415156,-0.024778
0,Left,12,0.667701,0.417735,-0.019278
0,Left,13,0.688060,0.380453,-0.013100
0,Left,14,0.682893,0.387467,-0.028454
0,Left,15,0.680233,0.424017,-0.019095
0,Left,16,0.681540,0.422732,-0.009356
0,Left,17,0.702372,0.394536,-0.017006
0,Left,18,0.697140,0.402135,-0.025430
0,Left,19,0.693400,0.427328,-0.019673
0,Left,20,0.695315,0.428576,-0.013270
1,Right,0,0.454242,0.944968,-0.000000
1,Right,1,0.468653,0.940065,-0.013725
1,Right,2,0.481792,0.952981,-0.024273
1,Right,3,0.490963,0.974547,-0.032430
1,Right,4,0.495736,0.995827,-0.040330
1,Right,5,0.461940,0.959441,-0.028311
1,Right,6,0.478100,0.987699,-0.039459
1,Right,7,0.488070,1.000412,-0.045488
1,Right,8,0.493754,1.007394,-0.048821
1,Right,9,0.451577,0.974801,-0.025385
1,Right,10,0.462887,1.005597,-0.033064
1,Right,11,0.471487,1.017763,-0.034769
1,Right,12,0.476556,1.021777,-0.036865
1,Right,13,0.444986,0.988468,-0.022772
1,Right,14,0.453931,1.018802,-0.029905
1,Right,15,0.463094,1.029688,-0.030397
1,Right,16,0.467906,1.035534,-0.031197
1,Right,17,0.441218,0.999694,-0.020916
1,Right,18,0.448509,1.025994,-0.026502
1,Right,19,0.455414,1.036820,-0.026782
1,Right,20,0.459497,1.042642,-0.026987
