hand_index,handedness,lm_index,x,y,z
0,Left,0,0.773903,0.957803,-0.000001
0,Left,1,0.711946,0.932937,-0.016435
0,Left,2,0.659682,0.879396,-0.030133
0,Left,3,0.625282,0.836589,-0.043133
0,Left,4,0.605508,0.801364,-0.053649
0,Left,5,0.662679,0.724726,-0.025932
0,Left,6,0.612522,0.670714,-0.057536
0,Left,7,0.571949,0.642117,-0.078153
0,Left,8,0.539865,0.620396,-0.091692
0,Left,9,0.695818,0.712591,-0.029841
0,Left,10,0.625502,0.816635,-0.051839
0,Left,11,0.635003,0.909867,-0.047639
0,Left,12,0.656483,0.922702,-0.041577
0,Left,13,0.725315,0.749717,-0.037658
0,Left,14,0.656475,0.873367,-0.056430
0,Left,15,0.669141,0.935937,-0.037687
0,Left,16,0.688406,0.928019,-0.022913
0,Left,17,0.748925,0.804739,-0.048580
0,Left,18,0.691592,0.899977,-0.067507
0,Left,19,0.700800,0.939870,-0.057658
0,Left,20,0.720421,0.929699,-0.045243
