hand_index,handedness,lm_index,x,y,z
0,Right,0,0.171499,0.787583,-0.000000
0,Right,1,0.195109,0.729658,-0.026303
0,Right,2,0.196685,0.650411,-0.039491
0,Right,3,0.183509,0.581807,-0.051822
0,Right,4,0.144213,0.565187,-0.063878
0,Right,5,0.157308,0.540260,-0.016083
0,Right,6,0.140295,0.451136,-0.033349
0,Right,7,0.125715,0.392909,-0.046565
0,Right,8,0.112295,0.343220,-0.057469
0,Right,9,0.125452,0.561749,-0.014953
0,Right,10,0.099874,0.486448,-0.040515
0,Right,11,0.112644,0.562257,-0.047836
0,Right,12,0.126348,0.599952,-0.046887
0,Right,13,0.099165,0.595105,-0.016902
0,Right,14,0.072779,0.527582,-0.040084
0,Right,15,0.089719,0.590420,-0.034122
0,Right,16,0.106058,0.631964,-0.024862
0,Right,17,0.080386,0.642105,-0.021721
0,Right,18,0.058559,0.602113,-0.037940
0,Right,19,0.074072,0.635952,-0.033357
0,Right,20,0.091010,0.661135,-0.026790
