hand_index,handedness,lm_index,x,y,z
0,Left,0,0.580079,0.494491,-0.000000
0,Left,1,0.525746,0.518938,0.004055
0,Left,2,0.487452,0.602686,0.000760
0,Left,3,0.476221,0.690736,-0.002065
0,Left,4,0.486115,0.761346,-0.010048
0,Left,5,0.458311,0.608359,-0.033342
0,Left,6,0.452585,0.749901,-0.040842
0,Left,7,0.453457,0.826253,-0.042131
0,Left,8,0.452751,0.878832,-0.043762
0,Left,9,0.488706,0.603579,-0.040697
0,Left,10,0.484958,0.750229,-0.049649
0,Left,11,0.483401,0.838107,-0.055201
0,Left,12,0.483983,0.902573,-0.062508
0,Left,13,0.520829,0.610794,-0.044275
0,Left,14,0.512884,0.748756,-0.055404
0,Left,15,0.507118,0.827093,-0.062564
0,Left,16,0.503798,0.879536,-0.069185
0,Left,17,0.554669,0.629661,-0.045573
0,Left,18,0.538275,0.739276,-0.060309
0,Left,19,0.528788,0.800450,-0.065120
0,Left,20,0.522002,0.844399,-0.068078
