hand_index,handedness,lm_index,x,y,z
0,Right,0,0.407729,0.525167,-0.000000
0,Right,1,0.435255,0.493138,-0.005689
0,Right,2,0.448740,0.439648,-0.007938
0,Right,3,0.450312,0.398772,-0.010945
0,Right,4,0.445162,0.369974,-0.013132
0,Right,5,0.434119,0.398272,-0.004305
0,Right,6,0.428890,0.345459,-0.013804
0,Right,7,0.437088,0.361146,-0.020362
0,Right,8,0.438654,0.383512,-0.023436
0,Right,9,0.419228,0.402821,-0.006475
0,Right,10,0.412187,0.345071,-0.014960
0,Right,11,0.422797,0.365865,-0.019611
0,Right,12,0.424378,0.390328,-0.021949
0,Right,13,0.404787,0.413069,-0.009931
0,Right,14,0.398230,0.363128,-0.017926
0,Right,15,0.408746,0.381570,-0.019480
0,Right,16,0.410417,0.404345,-0.019305
0,Right,17,0.389385,0.427683,-0.014140
0,Right,18,0.385354,0.395726,-0.020895
0,Right,19,0.393614,0.405566,-0.022545
0,Right,20,0.396424,0.421093,-0.022744
