hand_index,handedness,lm_index,x,y,z
0,Left,0,0.813640,0.746808,-0.000000
0,Left,1,0.733784,0.750524,-0.023886
0,Left,2,0.667245,0.721544,-0.037615
0,Left,3,0.620721,0.685385,-0.052081
0,Left,4,0.590064,0.626507,-0.064771
0,Left,5,0.672470,0.529567,0.008585
0,Left,6,0.641719,0.439630,-0.010809
0,Left,7,0.617531,0.414425,-0.037254
0,Left,8,0.592352,0.416360,-0.055826
0,Left,9,0.702122,0.496770,0.007886
0,Left,10,0.669374,0.398108,-0.011983
0,Left,11,0.643464,0.381682,-0.044653
0,Left,12,0.616135,0.398159,-0.067636
0,Left,13,0.733601,0.482545,0.001816
0,Left,14,0.703669,0.386146,-0.014218
0,Left,15,0.674271,0.360096,-0.043670
0,Left,16,0.646832,0.377667,-0.063628
0,Left,17,0.775631,0.485169,-0.006839
0,Left,18,0.744122,0.405514,-0.021090
0,Left,19,0.713873,0.369744,-0.040585
0,Left,20,0.684966,0.360993,-0.055077
