hand_index,handedness,lm_index,x,y,z
0,Right,0,0.462208,0.475205,0.000000
0,Right,1,0.498872,0.469716,-0.006262
0,Right,2,0.521796,0.441752,-0.006239
0,Right,3,0.539334,0.420007,-0.004145
0,Right,4,0.557233,0.394763,-0.000767
0,Right,5,0.494171,0.369317,0.001155
0,Right,6,0.509888,0.322872,0.005849
0,Right,7,0.531039,0.322533,0.010187
0,Right,8,0.545151,0.333754,0.014429
0,Right,9,0.486470,0.363210,0.007455
0,Right,10,0.506401,0.307495,0.009242
0,Right,11,0.531090,0.311547,0.009360
0,Right,12,0.545412,0.331222,0.011549
0,Right,13,0.483397,0.364617,0.013750
0,Right,14,0.502684,0.311137,0.015707
0,Right,15,0.527613,0.309211,0.015973
0,Right,16,0.543531,0.322658,0.018271
0,Right,17,0.483454,0.371747,0.019839
0,Right,18,0.504465,0.334080,0.022454
0,Right,19,0.523890,0.326783,0.023796
0,Right,20,0.538735,0.331410,0.026616
