hand_index,handedness,lm_index,x,y,z
0,Left,0,0.575960,0.719803,-0.000000
0,Left,1,0.518812,0.723149,-0.004532
0,Left,2,0.470561,0.701719,-0.008634
0,Left,3,0.433130,0.679716,-0.017486
0,Left,4,0.400214,0.658955,-0.026624
0,Left,5,0.480967,0.549768,0.021485
0,Left,6,0.445280,0.496651,0.010416
0,Left,7,0.415537,0.489172,-0.006035
0,Left,8,0.389369,0.492942,-0.017449
0,Left,9,0.491762,0.523463,0.013538
0,Left,10,0.449361,0.461646,0.003743
0,Left,11,0.415439,0.459516,-0.013864
0,Left,12,0.386632,0.476810,-0.026271
0,Left,13,0.506509,0.507620,0.002037
0,Left,14,0.469895,0.433321,-0.007243
0,Left,15,0.435523,0.428155,-0.021264
0,Left,16,0.406610,0.444179,-0.030145
0,Left,17,0.527309,0.503316,-0.011015
0,Left,18,0.493339,0.437942,-0.018807
0,Left,19,0.461071,0.423288,-0.025263
0,Left,20,0.432651,0.426789,-0.029494
