hand_index,handedness,lm_index,x,y,z
0,Right,0,0.344194,0.641737,0.000000
0,Right,1,0.399370,0.590809,-0.015902
0,Right,2,0.435436,0.486743,-0.020495
0,Right,3,0.447065,0.390149,-0.026947
0,Right,4,0.462677,0.317703,-0.031402
0,Right,5,0.414244,0.395461,-0.007241
0,Right,6,0.431003,0.290018,-0.038568
0,Right,7,0.426666,0.332319,-0.061594
0,Right,8,0.421360,0.381995,-0.072650
0,Right,9,0.383931,0.385402,-0.013035
0,Right,10,0.393877,0.266884,-0.030871
0,Right,11,0.403257,0.192398,-0.047563
0,Right,12,0.410429,0.120785,-0.060392
0,Right,13,0.352635,0.401834,-0.024233
0,Right,14,0.356583,0.294740,-0.041208
0,Right,15,0.361614,0.225756,-0.052256
0,Right,16,0.369701,0.160436,-0.059678
0,Right,17,0.320624,0.438600,-0.037653
0,Right,18,0.320328,0.364831,-0.050239
0,Right,19,0.323348,0.317005,-0.054662
0,Right,20,0.328977,0.268034,-0.057496
