hand_index,handedness,lm_index,x,y,z
0,Right,0,0.339192,0.647701,0.000000
0,Right,1,0.360241,0.609872,-0.009689
0,Right,2,0.364828,0.563797,-0.013344
0,Right,3,0.361004,0.522859,-0.017423
0,Right,4,0.360313,0.489219,-0.020911
0,Right,5,0.346882,0.527421,-0.000481
0,Right,6,0.345946,0.488344,-0.012256
0,Right,7,0.349572,0.493507,-0.022213
0,Right,8,0.352916,0.505423,-0.027597
0,Right,9,0.333822,0.529955,-0.001301
0,Right,10,0.329607,0.481539,-0.008469
0,Right,11,0.326462,0.452226,-0.015738
0,Right,12,0.323999,0.426908,-0.021069
0,Right,13,0.322471,0.541747,-0.004799
0,Right,14,0.316617,0.499019,-0.012215
0,Right,15,0.313638,0.471589,-0.016953
0,Right,16,0.312567,0.446294,-0.019955
0,Right,17,0.311807,0.561643,-0.009590
0,Right,18,0.307068,0.531874,-0.015114
0,Right,19,0.305420,0.511499,-0.016866
0,Right,20,0.305025,0.490519,-0.017914
