hand_index,handedness,lm_index,x,y,z
0,Right,0,0.433469,0.560322,-0.000000
0,Right,1,0.456978,0.528735,-0.003769
0,Right,2,0.465963,0.483777,-0.004705
0,Right,3,0.462338,0.444668,-0.006462
0,Right,4,0.459226,0.420535,-0.008421
0,Right,5,0.453869,0.455552,0.001528
0,Right,6,0.448387,0.417314,-0.006221
0,Right,7,0.442978,0.413333,-0.013437
0,Right,8,0.438922,0.411069,-0.018324
0,Right,9,0.443045,0.459216,-0.001455
0,Right,10,0.436955,0.416443,-0.007569
0,Right,11,0.433514,0.391971,-0.014849
0,Right,12,0.430905,0.369978,-0.020816
0,Right,13,0.433662,0.471286,-0.005886
0,Right,14,0.427446,0.431553,-0.013047
0,Right,15,0.424397,0.407170,-0.019155
0,Right,16,0.423222,0.384072,-0.023630
0,Right,17,0.425082,0.489762,-0.010688
0,Right,18,0.418638,0.462048,-0.016397
0,Right,19,0.415969,0.445016,-0.019368
0,Right,20,0.414824,0.426696,-0.021876
