hand_index,handedness,lm_index,x,y,z
0,Left,0,0.840244,0.540511,0.000000
0,Left,1,0.826414,0.498842,-0.026948
0,Left,2,0.823715,0.439040,-0.037350
0,Left,3,0.833555,0.391614,-0.044119
0,Left,4,0.848656,0.357542,-0.048874
0,Left,5,0.840621,0.407883,-0.021592
0,Left,6,0.843897,0.347491,-0.036808
0,Left,7,0.844356,0.309057,-0.047075
0,Left,8,0.845895,0.272686,-0.053524
0,Left,9,0.858897,0.418123,-0.014108
0,Left,10,0.866393,0.366727,-0.033982
0,Left,11,0.867822,0.326292,-0.047329
0,Left,12,0.867738,0.284397,-0.054333
0,Left,13,0.873779,0.437033,-0.009072
0,Left,14,0.886032,0.436742,-0.033557
0,Left,15,0.871035,0.478968,-0.039487
0,Left,16,0.859127,0.500573,-0.037028
0,Left,17,0.887192,0.457408,-0.005719
0,Left,18,0.893650,0.458762,-0.025498
0,Left,19,0.880048,0.488348,-0.029386
0,Left,20,0.868611,0.503238,-0.027742
