hand_index,handedness,lm_index,x,y,z
0,Right,0,0.360783,0.466660,0.000000
0,Right,1,0.377210,0.424720,-0.007994
0,Right,2,0.380221,0.372751,-0.008348
0,Right,3,0.368552,0.337428,-0.008767
0,Right,4,0.359463,0.312767,-0.008410
0,Right,5,0.372696,0.351868,-0.000582
0,Right,6,0.368541,0.302580,-0.005929
0,Right,7,0.365842,0.274054,-0.009438
0,Right,8,0.363236,0.247813,-0.011888
0,Right,9,0.358411,0.357189,-0.002033
0,Right,10,0.351874,0.304353,-0.008446
0,Right,11,0.349906,0.275040,-0.012699
0,Right,12,0.346912,0.246185,-0.014670
0,Right,13,0.345079,0.372124,-0.005129
0,Right,14,0.341599,0.347942,-0.017308
0,Right,15,0.349403,0.375721,-0.019165
0,Right,16,0.354627,0.387633,-0.016764
0,Right,17,0.333173,0.391866,-0.008899
0,Right,18,0.333423,0.376816,-0.018072
0,Right,19,0.340073,0.394673,-0.017987
0,Right,20,0.344016,0.403105,-0.016098
