hand_index,handedness,lm_index,x,y,z
0,Left,0,0.641166,0.722825,-0.000000
0,Left,1,0.576075,0.788609,0.001675
0,Left,2,0.528452,0.802917,-0.005318
0,Left,3,0.500349,0.828826,-0.016758
0,Left,4,0.478644,0.853660,-0.029158
0,Left,5,0.494957,0.666665,-0.004257
0,Left,6,0.436315,0.692419,-0.025687
0,Left,7,0.403867,0.730865,-0.042461
0,Left,8,0.380757,0.766399,-0.052333
0,Left,9,0.508996,0.649490,-0.016433
0,Left,10,0.456669,0.736299,-0.038702
0,Left,11,0.459454,0.820209,-0.047516
0,Left,12,0.473383,0.862476,-0.051015
0,Left,13,0.530153,0.655185,-0.030385
0,Left,14,0.480681,0.731898,-0.050427
0,Left,15,0.481166,0.807509,-0.050443
0,Left,16,0.492165,0.849984,-0.046876
0,Left,17,0.554473,0.679728,-0.044886
0,Left,18,0.517552,0.729279,-0.055959
0,Left,19,0.505477,0.781438,-0.053810
0,Left,20,0.505069,0.820602,-0.050023
