hand_index,handedness,lm_index,x,y,z
0,Left,0,0.619811,0.636440,-0.000000
0,Left,1,0.581181,0.677166,-0.007313
0,Left,2,0.534957,0.696846,-0.015920
0,Left,3,0.504583,0.722869,-0.027961
0,Left,4,0.477878,0.737695,-0.039349
0,Left,5,0.492483,0.584360,-0.003089
0,Left,6,0.443325,0.589288,-0.025387
0,Left,7,0.414428,0.614652,-0.042214
0,Left,8,0.392860,0.640193,-0.052251
0,Left,9,0.503581,0.561376,-0.011300
0,Left,10,0.458878,0.616365,-0.038345
0,Left,11,0.466089,0.686213,-0.049385
0,Left,12,0.482295,0.724253,-0.051997
0,Left,13,0.522132,0.549315,-0.022760
0,Left,14,0.480415,0.596811,-0.048595
0,Left,15,0.483224,0.668940,-0.050706
0,Left,16,0.495634,0.711452,-0.045775
0,Left,17,0.545249,0.548283,-0.035402
0,Left,18,0.513367,0.576261,-0.052492
0,Left,19,0.503347,0.628307,-0.053591
0,Left,20,0.503773,0.668087,-0.050279
