hand_index,handedness,lm_index,x,y,z
0,Left,0,0.551015,0.685986,-0.000001
0,Left,1,0.464590,0.745164,0.025624
0,Left,2,0.410214,0.750821,0.026276
0,Left,3,0.373183,0.778299,0.014473
0,Left,4,0.340738,0.807359,0.000309
0,Left,5,0.380046,0.608072,0.035403
0,Left,6,0.313053,0.619757,0.022814
0,Left,7,0.275437,0.646543,0.008830
0,Left,8,0.245569,0.676457,-0.001760
0,Left,9,0.389682,0.586689,0.006997
0,Left,10,0.314202,0.667106,-0.014946
0,Left,11,0.317616,0.746772,-0.030318
0,Left,12,0.334990,0.794296,-0.038622
0,Left,13,0.404422,0.588775,-0.022654
0,Left,14,0.328236,0.655254,-0.042228
0,Left,15,0.319426,0.736638,-0.048475
0,Left,16,0.327570,0.792151,-0.050288
0,Left,17,0.419247,0.609408,-0.051183
0,Left,18,0.363139,0.633350,-0.061818
0,Left,19,0.336453,0.684909,-0.063391
0,Left,20,0.324842,0.735093,-0.064440
