hand_index,handedness,lm_index,x,y,z
0,Left,0,0.640166,0.793068,-0.000001
0,Left,1,0.580078,0.740154,-0.013542
0,Left,2,0.527750,0.659861,-0.023243
0,Left,3,0.492267,0.590882,-0.038362
0,Left,4,0.480786,0.523449,-0.051322
0,Left,5,0.575930,0.524060,0.017702
0,Left,6,0.540762,0.438284,-0.005116
0,Left,7,0.507430,0.455976,-0.027786
0,Left,8,0.489060,0.497074,-0.040786
0,Left,9,0.594799,0.503215,0.010835
0,Left,10,0.554386,0.398446,-0.013340
0,Left,11,0.517434,0.422785,-0.035205
0,Left,12,0.497275,0.472378,-0.045563
0,Left,13,0.618440,0.494172,-0.001306
0,Left,14,0.581811,0.381498,-0.023642
0,Left,15,0.539873,0.407605,-0.036305
0,Left,16,0.517008,0.464297,-0.039032
0,Left,17,0.645248,0.503061,-0.015803
0,Left,18,0.610676,0.408304,-0.031251
0,Left,19,0.570642,0.402498,-0.036100
0,Left,20,0.542294,0.433462,-0.035847
