hand_index,handedness,lm_index,x,y,z
0,Left,0,0.749512,0.850875,-0.000001
0,Left,1,0.663916,0.827206,-0.024508
0,Left,2,0.584359,0.759115,-0.042462
0,Left,3,0.525991,0.701490,-0.065202
0,Left,4,0.497409,0.624574,-0.085328
0,Left,5,0.611706,0.580371,-0.000241
0,Left,6,0.556884,0.456709,-0.038254
0,Left,7,0.515021,0.505082,-0.068358
0,Left,8,0.497181,0.573139,-0.084346
0,Left,9,0.640748,0.553210,-0.005980
0,Left,10,0.577072,0.415469,-0.046066
0,Left,11,0.529363,0.483277,-0.075276
0,Left,12,0.515589,0.562672,-0.088498
0,Left,13,0.676547,0.536864,-0.018595
0,Left,14,0.618844,0.397726,-0.053072
0,Left,15,0.567891,0.463013,-0.072586
0,Left,16,0.551406,0.549359,-0.077854
0,Left,17,0.722323,0.536832,-0.033992
0,Left,18,0.670132,0.430649,-0.058386
0,Left,19,0.622499,0.451028,-0.069913
0,Left,20,0.598120,0.507397,-0.073473
