hand_index,handedness,lm_index,x,y,z
0,Left,0,0.628193,0.805857,-0.000001
0,Left,1,0.568741,0.786698,-0.008466
0,Left,2,0.519144,0.744596,-0.016673
0,Left,3,0.482393,0.711775,-0.030367
0,Left,4,0.458434,0.666949,-0.042557
0,Left,5,0.534040,0.623120,0.010797
0,Left,6,0.497034,0.549234,-0.011850
0,Left,7,0.468191,0.585291,-0.030228
0,Left,8,0.453930,0.631605,-0.039830
0,Left,9,0.548154,0.606080,0.002630
0,Left,10,0.501346,0.527785,-0.021761
0,Left,11,0.469792,0.576317,-0.039930
0,Left,12,0.459560,0.628556,-0.048021
0,Left,13,0.567495,0.594731,-0.009838
0,Left,14,0.523164,0.514264,-0.031912
0,Left,15,0.487889,0.564411,-0.042899
0,Left,16,0.475896,0.622513,-0.044791
0,Left,17,0.593272,0.593330,-0.023787
0,Left,18,0.553141,0.531187,-0.038187
0,Left,19,0.517987,0.544724,-0.043245
0,Left,20,0.498969,0.578948,-0.043695
