hand_index,handedness,lm_index,x,y,z
0,Left,0,0.734451,0.738118,-0.000000
0,Left,1,0.697665,0.687641,-0.014563
0,Left,2,0.668825,0.621273,-0.027686
0,Left,3,0.655432,0.570613,-0.042323
0,Left,4,0.663687,0.535739,-0.053570
0,Left,5,0.709874,0.512101,-0.015466
0,Left,6,0.709020,0.422223,-0.036417
0,Left,7,0.687444,0.401731,-0.045297
0,Left,8,0.667711,0.406658,-0.049126
0,Left,9,0.734549,0.518138,-0.017561
0,Left,10,0.692483,0.507537,-0.037031
0,Left,11,0.685918,0.571074,-0.038487
0,Left,12,0.698672,0.597957,-0.037150
0,Left,13,0.754793,0.539070,-0.022895
0,Left,14,0.705581,0.547629,-0.038049
0,Left,15,0.704642,0.607855,-0.029959
0,Left,16,0.720418,0.624425,-0.023618
0,Left,17,0.771172,0.567343,-0.030613
0,Left,18,0.727976,0.571921,-0.040775
0,Left,19,0.723904,0.614837,-0.035375
0,Left,20,0.736453,0.629909,-0.029346
