hand_index,handedness,lm_index,x,y,z
0,Left,0,0.492069,0.875116,0.000000
0,Left,1,0.452211,0.826465,-0.026670
0,Left,2,0.425046,0.753970,-0.042654
0,Left,3,0.433834,0.700416,-0.059050
0,Left,4,0.462053,0.673498,-0.073345
0,Left,5,0.446978,0.618320,-0.026553
0,Left,6,0.425342,0.502010,-0.054385
0,Left,7,0.413527,0.431140,-0.069077
0,Left,8,0.406864,0.369419,-0.075843
0,Left,9,0.489916,0.615126,-0.028758
0,Left,10,0.489779,0.496558,-0.056312
0,Left,11,0.494525,0.421770,-0.068984
0,Left,12,0.500134,0.358475,-0.072000
0,Left,13,0.527754,0.642129,-0.034519
0,Left,14,0.508693,0.660409,-0.069640
0,Left,15,0.485178,0.729532,-0.074112
0,Left,16,0.468950,0.777122,-0.065275
0,Left,17,0.559106,0.688964,-0.042890
0,Left,18,0.535226,0.721065,-0.065249
0,Left,19,0.509851,0.770394,-0.063268
0,Left,20,0.491847,0.807103,-0.054588
