hand_index,handedness,lm_index,x,y,z
0,Left,0,0.590235,0.737853,-0.000000
0,Left,1,0.574278,0.666900,-0.002062
0,Left,2,0.527338,0.600486,-0.009871
0,Left,3,0.493081,0.552143,-0.017410
0,Left,4,0.483449,0.498290,-0.027205
0,Left,5,0.525049,0.576474,-0.023446
0,Left,6,0.464622,0.574640,-0.036899
0,Left,7,0.427069,0.575452,-0.046384
0,Left,8,0.399259,0.572661,-0.054715
0,Left,9,0.524441,0.623798,-0.029190
0,Left,10,0.460248,0.638290,-0.035834
0,Left,11,0.477027,0.661847,-0.032444
0,Left,12,0.498240,0.665212,-0.033325
0,Left,13,0.523503,0.682719,-0.034309
0,Left,14,0.462901,0.689296,-0.041356
0,Left,15,0.481774,0.708065,-0.030196
0,Left,16,0.501416,0.709000,-0.025009
0,Left,17,0.521478,0.743865,-0.039184
0,Left,18,0.469232,0.734573,-0.048866
0,Left,19,0.484363,0.746453,-0.041325
0,Left,20,0.502411,0.750684,-0.035654
